City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,pontianak,-0.0333,109.3333,30.99,58,20,2.57,ID,1695785647
364,bonthe,7.5264,-12.505,25.46,87,13,1.1,SL,1695785647
365,oban,56.4127,-5.4706,10.21,91,60,2.68,GB,1695785647
366,haiku-pauwela,20.9219,-156.3051,27.01,60,40,8.75,US,1695785648
367,tayu,-6.5397,111.0518,31.67,43,0,4.34,ID,1695785648
368,santa luzia,-19.7697,-43.8514,27.1,62,0,3.09,BR,1695785648
369,nuuk,64.1835,-51.7216,3.34,70,100,1.03,GL,1695785649
370,shwebo,22.5667,95.7,32.52,63,50,1.22,MM,1695785649
371,winterset,41.3308,-94.0138,16.68,82,2,2.68,US,1695785649
372,cerknica,45.7931,14.3625,13.29,92,23,2.25,SI,1695785649
373,fada,9.5667,8.3,20.96,80,100,0.66,NG,1695785650
374,happy valley-goose bay,53.3168,-60.3315,7.17,87,75,5.14,CA,1695785650
375,kolonia town,6.964,158.206,32.0,66,100,3.6,FM,1695785650
376,wangan,7.1597,125.4453,30.33,73,35,1.1,PH,1695785650
377,mushie,-3.0167,16.9,23.58,88,100,0.83,CD,1695785651
378,ta`u,-14.2336,-169.5144,26.09,71,53,7.83,AS,1695785651
379,gazli,40.1333,63.45,22.64,21,3,1.82,UZ,1695785651
380,manismata,-2.4667,111.0333,34.88,35,0,2.58,ID,1695785651
381,egilsstadir,65.2653,-14.3948,6.95,93,100,4.12,IS,1695785652
382,aktobe,50.2797,57.2072,11.05,82,0,2.0,KZ,1695785652
383,puerto aysen,-45.4,-72.7,5.71,100,100,2.48,CL,1695785652
384,ijebu-igbo,6.9798,4.0033,23.45,99,96,1.0,NG,1695785652
385,el alto,-4.2714,-81.2147,19.09,84,5,7.52,PE,1695785652
386,nieuw amsterdam,5.8833,-55.0833,27.23,84,22,3.03,SR,1695785653
387,chulucanas,-5.0925,-80.1625,21.41,76,9,2.57,PE,1695785653
388,colonia,50.9333,6.95,15.46,89,0,0.51,DE,1695785653
389,pishin,30.5803,66.9961,20.53,10,0,0.78,PK,1695785653
390,ouricuri,-7.8825,-40.0817,26.06,40,7,1.74,BR,1695785476
391,cheyenne,41.14,-104.8203,16.08,44,0,3.13,US,1695785654
392,malango,-2.9627,119.9001,29.43,38,98,2.48,ID,1695785654
393,kapuskasing,49.4169,-82.4331,9.05,81,20,1.03,CA,1695785654
394,zuera,41.8677,-0.7898,18.38,73,30,2.42,ES,1695785654
395,karimganj,24.8667,92.35,30.31,75,18,1.11,IN,1695785655
396,santa eulalia,-11.85,-76.6833,2.78,63,100,0.92,PE,1695785655
397,corner brook,48.9667,-57.9484,8.09,92,0,0.75,CA,1695785655
398,mumford,5.2618,-0.759,24.59,90,69,2.8,GH,1695785656
399,daru,-9.0763,143.2092,25.36,84,98,8.21,PG,1695785656
400,kattivakkam,13.2167,80.3167,30.04,76,100,1.72,IN,1695785656
401,morant bay,17.8815,-76.4093,29.79,84,96,2.85,JM,1695785656
402,broken hill,-31.95,141.4333,21.9,32,50,6.4,AU,1695785398
403,holdrege,40.4403,-99.3698,15.14,81,0,3.6,US,1695785657
404,coronel suarez,-37.4547,-61.9334,5.32,91,0,1.95,AR,1695785657
405,quirinopolis,-18.4483,-50.4517,31.2,31,98,2.03,BR,1695785657
406,cortez,37.3489,-108.5859,15.02,44,0,5.14,US,1695785657
407,kakata,6.53,-10.3517,24.49,99,52,0.69,LR,1695785658
408,sinabang,2.4803,96.3801,27.93,72,49,4.15,ID,1695785658
409,newman,37.3138,-121.0208,23.47,56,1,2.24,US,1695785658
410,keflavik,64.0049,-22.5624,8.95,93,75,10.29,IS,1695785659
411,santiago de cao,-7.9589,-79.2392,19.07,88,91,4.12,PE,1695785659
412,slyudyanka,51.6594,103.7061,6.55,99,100,1.12,RU,1695785659
413,muroto-misakicho,33.2833,134.15,26.48,75,0,3.75,JP,1695785659
414,sterling,39.0062,-77.4286,15.5,89,100,2.57,US,1695785430
415,dryden,49.7833,-92.7503,15.16,72,0,3.09,CA,1695785611
416,barranca,-10.75,-77.7667,17.78,85,96,4.1,PE,1695785660
417,fisterra,42.9049,-9.2629,14.86,87,100,5.77,ES,1695785660
418,balqash,46.8481,74.995,13.33,76,40,5.0,KZ,1695785660
419,bengkulu,-3.8004,102.2655,27.04,74,30,4.27,ID,1695785660
420,bodo,67.28,14.405,12.19,80,0,7.2,NO,1695785661
421,baranchinskiy,58.1617,59.6991,10.87,76,100,3.49,RU,1695785661
422,dubbo,-32.25,148.6167,28.07,20,15,8.75,AU,1695785610
423,alliance,40.9153,-81.1059,15.37,91,95,5.27,US,1695785603
424,gurupi,-11.7292,-49.0686,30.31,40,60,2.36,BR,1695785662
425,paramonga,-10.6667,-77.8333,17.95,87,90,4.3,PE,1695785662
426,sao miguel do araguaia,-13.275,-50.1628,30.87,35,50,3.79,BR,1695785663
427,dumai,1.6833,101.45,32.6,50,18,2.45,ID,1695785663
428,angaur state,6.906,134.13,28.18,79,100,10.9,PW,1695785663
429,san pedro,14.35,121.0167,30.75,75,75,2.06,PH,1695785663
430,usogorsk,63.4106,48.6872,11.03,93,100,4.26,RU,1695785664
431,barmer,25.75,71.3833,31.4,45,8,4.58,IN,1695785664
432,khovd,48.0056,91.6419,1.04,93,100,3.47,MN,1695785488
433,orizona,-17.0314,-48.2958,27.55,39,87,0.47,BR,1695785664
434,zouerate,22.7187,-12.4521,28.64,27,100,5.72,MR,1695785665
435,puerto leguizamo,-0.1934,-74.7819,25.59,74,51,0.79,CO,1695785665
436,moose jaw,50.4001,-105.5344,18.14,63,4,8.75,CA,1695785665
437,dagumba-an,8.1531,124.5908,26.78,80,27,1.58,PH,1695785666
438,island harbour,50.724,-1.2758,14.96,96,100,0.89,GB,1695785666
439,bandarbeyla,9.4942,50.8122,27.68,66,53,9.95,SO,1695785666
440,santa terezinha,-29.9002,-50.0904,18.4,99,100,1.97,BR,1695785666
441,dondo,-19.6094,34.7431,22.1,92,15,0.68,MZ,1695785667
442,mount gambier,-37.8333,140.7667,15.94,53,36,3.71,AU,1695785667
443,lhasa,29.65,91.1,16.15,46,12,2.48,CN,1695785667
444,xinmin,41.9908,122.8253,24.82,30,100,3.89,CN,1695785668
445,duki,30.1541,68.5728,26.04,28,0,0.59,PK,1695785668
446,cromwell,41.5951,-72.6454,11.34,92,0,0.0,US,1695785668
447,pakala,13.4667,79.1167,26.23,57,88,4.25,IN,1695785668
448,kununurra,-15.7667,128.7333,35.99,32,6,4.63,AU,1695785669
449,villa canas,-34.0057,-61.6076,7.75,90,1,2.42,AR,1695785669
450,stephenville,32.2207,-98.2023,26.07,56,0,2.06,US,1695785438
451,shendi,16.6915,33.4341,30.44,36,99,5.44,SD,1695785669
452,semera,11.501,41.201,28.45,45,73,1.23,ET,1695785670
453,bhadasar,28.2833,74.3167,31.82,39,0,2.46,IN,1695785670
454,pangoa,-12.1167,-73.0,25.48,63,97,1.27,PE,1695785670
455,bhamo,24.2667,97.2333,33.12,55,60,0.7,MM,1695785671
456,warrnambool,-38.3833,142.4833,13.36,62,32,4.56,AU,1695785440
457,muli,2.9167,73.5667,27.97,77,69,5.05,MV,1695785671
458,arang,21.2,81.9667,28.18,72,53,0.73,IN,1695785672
459,mossendjo,-2.9506,12.7261,21.87,90,98,0.78,CG,1695785672
460,harper,4.375,-7.7169,24.88,90,50,2.99,LR,1695785672
461,hotan,37.0997,79.9269,21.19,15,62,1.11,CN,1695785672
462,katsuura,35.1333,140.3,27.27,70,13,5.57,JP,1695785673
463,okhotsk,59.3833,143.3,10.24,48,46,2.88,RU,1695785673
464,montereau-fault-yonne,48.3833,2.95,13.25,66,81,1.92,FR,1695785673
465,shiguai,40.7058,110.2856,15.69,24,95,3.26,CN,1695785673
466,arauca,7.0847,-70.7591,25.98,94,0,0.0,CO,1695785674
467,dapitan,8.6464,123.4208,29.12,73,33,5.6,PH,1695785674
468,isla cristina,37.2,-7.3167,20.16,68,1,2.35,ES,1695785674
469,valdivia,-39.8142,-73.2459,4.05,98,52,0.73,CL,1695785674
470,hobyo,5.3505,48.5268,26.47,83,83,7.74,SO,1695785675
471,ponta delgada,37.7333,-25.6667,22.4,83,40,2.57,PT,1695785675
472,nova vicosa,-17.8919,-39.3719,24.42,81,100,7.1,BR,1695785595
473,jiangkou,25.4872,119.1986,31.05,62,17,6.87,CN,1695785675
474,el bayadh,33.6832,1.0193,16.74,36,24,2.54,DZ,1695785676
475,vizinga,61.0749,50.1031,9.51,90,96,2.98,RU,1695785676
476,russkaya polyana,49.417,31.9201,13.3,81,0,2.94,UA,1695785676
477,belmonte,-15.8631,-38.8828,24.26,88,39,5.28,BR,1695785676
478,shevchenko,48.5,35.0,16.72,47,0,2.71,UA,1695785676
479,lospalos,-8.5186,127.0025,27.98,50,26,5.87,TL,1695785677
480,waterloo,43.4668,-80.5164,15.36,88,100,4.63,CA,1695785581
481,maych'ew,12.7875,39.5422,15.31,72,98,1.04,ET,1695785677
482,puerto ayacucho,5.6639,-67.6236,25.31,88,94,1.87,VE,1695785677
483,kruisfontein,-34.0033,24.7314,11.6,72,83,2.67,ZA,1695785678
484,sangju,36.4153,128.1606,23.77,76,94,2.59,KR,1695785678
485,wangjing,24.6,94.0333,27.62,71,44,0.82,IN,1695785678
486,sagae,38.3725,140.2725,22.99,83,75,2.06,JP,1695785678
487,visby,57.6409,18.296,15.46,100,0,1.54,SE,1695785679
488,tambacounda,13.7539,-13.7586,25.03,88,20,4.12,SN,1695785679
489,talara,-4.5772,-81.2719,19.91,87,3,7.08,PE,1695785679
490,chibuto,-24.6867,33.5306,18.8,92,100,6.29,MZ,1695785679
491,jember,-8.166,113.7032,36.24,26,10,2.66,ID,1695785679
492,vadso,70.0744,29.7487,10.49,87,0,5.14,NO,1695785680
493,catarman,12.4989,124.6377,30.1,66,9,2.91,PH,1695785631
494,souillac,-20.5167,57.5167,23.21,73,40,4.63,MU,1695785680
495,rexburg,43.826,-111.7897,16.99,39,0,0.0,US,1695785681
496,palafrugell,41.9174,3.1631,16.46,91,58,1.79,ES,1695785536
497,bechar,31.6167,-2.2167,28.18,23,20,6.17,DZ,1695785681
498,cabo san lucas,22.8909,-109.9124,30.98,83,0,2.06,MX,1695785091
499,n'dalatando,-9.2978,14.9116,19.67,83,93,1.47,AO,1695785681
500,tofol,5.3248,163.0078,27.22,76,100,0.38,FM,1695785682
501,anna regina,7.2644,-58.5077,27.38,82,35,2.27,GY,1695785682
502,zheshart,62.0731,49.5733,10.44,89,95,3.57,RU,1695785682
503,jining,35.405,116.5814,19.27,85,100,1.07,CN,1695785682
504,lewistown,40.5992,-77.5714,15.48,94,100,0.0,US,1695785683
505,vaslui,46.6333,27.7333,14.64,39,0,2.98,RO,1695785683
506,yerofey pavlovich,53.9667,121.9667,8.4,86,100,3.75,RU,1695785683
507,necochea,-38.5473,-58.7368,7.34,94,71,4.45,AR,1695785683
508,gaalkacyo,6.7697,47.4308,25.26,67,28,5.96,SO,1695785684
509,remire-montjoly,4.9167,-52.2667,26.02,94,96,0.51,GF,1695785684
510,lagunas,-5.2269,-75.6753,24.5,78,50,1.5,PE,1695785684
511,guerrero negro,27.9769,-114.0611,20.33,81,9,7.65,MX,1695785684
512,toamasina,-18.1667,49.3833,20.0,94,40,1.54,MG,1695785684
513,huanuni,-18.2667,-66.85,7.34,50,4,0.76,BO,1695785685
514,west odessa,31.8424,-102.4988,26.79,41,37,4.62,US,1695785685
515,itoman,26.1247,127.6694,32.43,65,40,3.09,JP,1695785685
516,buritis,-15.6178,-46.4233,31.5,36,97,1.22,BR,1695785685
517,mana,5.6592,-53.7767,25.92,88,97,2.77,GF,1695785686
518,vilhena,-12.7406,-60.1458,25.46,52,31,1.64,BR,1695785686
519,port isabel,26.0734,-97.2086,29.02,75,0,4.12,US,1695785686
520,noshiro,40.2039,140.0242,24.46,60,92,2.94,JP,1695785686
521,grand falls-windsor,48.9332,-55.6649,4.72,91,7,0.45,CA,1695785687
522,aoulef,26.9667,1.0833,32.01,14,1,3.23,DZ,1695785687
523,nyurba,63.2842,118.3319,9.45,45,96,4.0,RU,1695785687
524,zhangjiajie,29.1294,110.4783,29.73,63,58,0.52,CN,1695785687
525,dudinka,69.4058,86.1778,0.9,78,72,7.42,RU,1695785687
526,serdar,38.9764,56.2757,21.72,30,98,0.92,TM,1695785688
527,nanao,37.05,136.9667,27.4,84,100,4.06,JP,1695785688
528,naze,28.3667,129.4833,29.51,75,10,4.94,JP,1695785688
529,khadan khak,30.7477,67.7085,19.32,10,0,3.23,PK,1695785689
530,port blair,11.6667,92.75,25.02,94,100,4.12,IN,1695785689
531,santa maria,-29.6842,-53.8069,14.61,94,100,2.06,BR,1695785639
532,tynda,55.1667,124.7167,8.28,93,100,2.32,RU,1695785689
533,wangkui,46.8333,126.5,19.45,37,45,6.79,CN,1695785690
534,seabra,-12.4186,-41.7703,19.13,69,32,1.5,BR,1695785690
535,rongelap,11.1635,166.8941,28.22,79,96,6.54,MH,1695785690
536,saint croix,17.7397,-64.7388,28.25,86,75,2.57,VI,1695785690
537,san jose de jachal,-30.2406,-68.7469,7.71,55,7,1.56,AR,1695785690
538,al qubbah,32.7616,22.2424,17.27,79,0,4.98,LY,1695785691
539,tumbi,-5.0667,32.7333,24.41,39,100,2.94,TZ,1695785691
540,yamada,39.4667,141.95,20.21,91,100,1.19,JP,1695785691
541,port elizabeth,-33.918,25.5701,14.62,68,0,4.12,ZA,1695785691
542,znamenskoye,57.1281,73.8282,9.02,78,97,2.87,RU,1695785692
543,saint-pierre,-21.3393,55.4781,21.98,56,0,2.57,RE,1695785692
544,conceicao da barra,-18.5933,-39.7322,24.21,77,98,4.58,BR,1695785692
545,gemena,3.25,19.7667,21.63,99,100,0.8,CD,1695785692
546,andi,42.7836,46.2617,8.59,72,0,1.32,RU,1695785693
547,regina,50.4501,-104.6178,16.06,70,0,10.8,CA,1695785537
548,essaouira,31.5125,-9.77,18.72,94,0,1.03,MA,1695785693
549,meadow lakes,61.6247,-149.6011,8.93,67,0,2.06,US,1695785693
550,palikir - national government center,6.9248,158.1611,31.41,66,100,3.6,FM,1695785694
551,porto velho,-8.7619,-63.9039,27.03,78,0,0.51,BR,1695785694
552,krasnokamsk,58.0802,55.7541,9.09,79,100,2.81,RU,1695785694
553,harstad,68.799,16.5293,12.11,88,90,9.83,NO,1695785694
554,miyaly,48.8844,53.7836,18.0,52,5,3.99,KZ,1695785695
555,myitkyina,25.3833,97.4,33.08,55,10,0.4,MM,1695785621
556,mermoz boabab,14.7065,-17.4758,27.88,89,20,2.06,SN,1695785695
557,asau,46.4333,26.4,8.51,48,0,2.32,RO,1695785695
558,labrador city,52.9463,-66.9114,7.95,66,0,1.03,CA,1695785410
559,soufriere,13.8562,-61.0566,26.78,95,20,0.0,LC,1695785696
560,palamos,41.8484,3.1291,16.83,91,53,1.79,ES,1695785696
561,sangre grande,10.5835,-61.1177,26.98,100,46,1.4,TT,1695785696
562,timmins,48.4669,-81.3331,6.9,93,20,1.54,CA,1695785696
563,sao joao da barra,-21.6403,-41.0511,22.5,92,76,4.81,BR,1695785697
564,zahedan,29.4963,60.8629,15.95,21,0,0.0,IR,1695785697
565,shaowu,27.3409,117.4831,30.74,73,27,0.65,CN,1695785697
566,erenhot,43.6475,111.9767,13.88,15,0,9.27,CN,1695785698
567,santana do acarau,-3.4606,-40.2122,25.33,75,21,2.58,BR,1695785698
568,tokar,18.4254,37.729,31.26,47,48,3.1,SD,1695785698
